Order ID,Employee ID ,Employee Name,Employee Job Title,Sales Region,Order Date,State,State Code,Product Category,Product Name,Quantity,Unit Price,Order Amount
4858,19019,Alexandra Kundt,Senior Sales Associate,S Central East,14/11/2019,Missouri,MO,Bath products,Assorted Olive Oil Bar Soap - 3 pk,3,14.5,43.5
4920,19019,Alexandra Kundt,Senior Sales Associate,S Central East,22/11/2019,Oklahoma,OK,Olive Oil,Extra Virgin Olive Oil - Delicate 12pk,1,234,234
4955,19019,Alexandra Kundt,Senior Sales Associate,S Central East,27/11/2019,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Delicate 2pk,2,45,90
5004,19019,Alexandra Kundt,Senior Sales Associate,S Central East,3/12/2019,Louisiana,LA,Olive Oil,Garlic Extra Virgin Olive Oil 2pk,4,45,180
5012,19019,Alexandra Kundt,Senior Sales Associate,S Central East,4/12/2019,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Bold 6pk,3,114,342
5005,19019,Alexandra Kundt,Senior Sales Associate,S Central East,4/12/2019,Texas,TX,Olive Oil,Basil Extra Virgin Olive Oil 2pk,2,45,90
5044,19019,Alexandra Kundt,Senior Sales Associate,S Central East,10/12/2019,Texas,TX,Olive Oil,Lemon Extra Virgin Olive Oil 2pk,2,45,90
5047,19019,Alexandra Kundt,Senior Sales Associate,S Central East,10/12/2019,Texas,TX,Olive Oil,Lemon Extra Virgin Olive Oil 2pk,1,45,45
5049,19019,Alexandra Kundt,Senior Sales Associate,S Central East,11/12/2019,Louisiana,LA,Bath products,Lavender and Olive Oil Bar Soap 3pk,3,14.5,43.5
5097,19019,Alexandra Kundt,Senior Sales Associate,S Central East,18/12/2019,Oklahoma,OK,Bath products,Vanilla and Olive Oil Candle,3,6.99,20.97
5155,19019,Alexandra Kundt,Senior Sales Associate,S Central East,28/12/2019,Texas,TX,Olive Oil,Basil Extra Virgin Olive Oil 6pk,3,123,369
5172,19019,Alexandra Kundt,Senior Sales Associate,S Central East,29/12/2019,Arkansas,AR,Olive Oil,Lemon Extra Virgin Olive Oil 2pk,1,45,45
5185,19019,Alexandra Kundt,Senior Sales Associate,S Central East,1/1/2020,Texas,TX,Bath products,Vanilla and Olive Oil Candle,3,6.99,20.97
5245,19019,Alexandra Kundt,Senior Sales Associate,S Central East,8/1/2020,Mississippi,MS,Bath products,Vanilla and Olive Bath Salts,3,8.5,25.5
5246,19019,Alexandra Kundt,Senior Sales Associate,S Central East,8/1/2020,Texas,TX,Bath products,Lavender and Olive Oil Lotion,4,9.99,39.96
5247,19019,Alexandra Kundt,Senior Sales Associate,S Central East,9/1/2020,Missouri,MO,Bath products,Mandarin and Olive Candle,2,6.99,13.98
5260,19019,Alexandra Kundt,Senior Sales Associate,S Central East,10/1/2020,Oklahoma,OK,Olive Oil,Basil Extra Virgin Olive Oil 12pk,4,234,936
5303,19019,Alexandra Kundt,Senior Sales Associate,S Central East,19/1/2020,Texas,TX,Olive Oil,Lemon Extra Virgin Olive Oil 12pk,1,234,234
5318,19019,Alexandra Kundt,Senior Sales Associate,S Central East,20/1/2020,Missouri,MO,Bath products,Mandarin and Olive Oil Bar Soap,4,5.99,23.96
5359,19019,Alexandra Kundt,Senior Sales Associate,S Central East,26/1/2020,Texas,TX,Olive Oil,Chili Extra Virgin Olive Oil,3,26,78
5403,19019,Alexandra Kundt,Senior Sales Associate,S Central East,2/2/2020,Louisiana,LA,Olive Oil,Garlic Extra Virgin Olive Oil 2pk,1,45,45
5491,19019,Alexandra Kundt,Senior Sales Associate,S Central East,14/2/2020,Louisiana,LA,Olive Oil,Extra Virgin Olive Oil - Trio 6pk,2,114,228
5521,19019,Alexandra Kundt,Senior Sales Associate,S Central East,19/2/2020,Texas,TX,Olive Oil,Basil Extra Virgin Olive Oil 12pk,3,234,702
5541,19019,Alexandra Kundt,Senior Sales Associate,S Central East,22/2/2020,Oklahoma,OK,Olive Oil,Lemon Extra Virgin Olive Oil 12pk,4,234,936
5560,19019,Alexandra Kundt,Senior Sales Associate,S Central East,25/2/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Delicate 6pk,2,114,228
5593,19019,Alexandra Kundt,Senior Sales Associate,S Central East,29/2/2020,Texas,TX,Gift Basket,Basil EVOO Gift Basket,4,75,300
5601,19019,Alexandra Kundt,Senior Sales Associate,S Central East,2/3/2020,Louisiana,LA,Olive Oil,Extra Virgin Olive Oil - Trio 6pk,1,114,114
5655,19019,Alexandra Kundt,Senior Sales Associate,S Central East,9/3/2020,Texas,TX,Olive Oil,Chili Extra Virgin Olive Oil 6pk,2,123,246
5682,19019,Alexandra Kundt,Senior Sales Associate,S Central East,13/3/2020,Texas,TX,Bath products,Lavender and Olive Oil Bar Soap,4,5.99,23.96
5691,19019,Alexandra Kundt,Senior Sales Associate,S Central East,14/3/2020,Texas,TX,Gift Basket,Deluxe Bath Gift Basket,3,115,345
5736,19019,Alexandra Kundt,Senior Sales Associate,S Central East,21/3/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Trio 6pk,4,114,456
5779,19019,Alexandra Kundt,Senior Sales Associate,S Central East,25/3/2020,Texas,TX,Olive Oil,Chili Extra Virgin Olive Oil 12pk,4,234,936
5853,19019,Alexandra Kundt,Senior Sales Associate,S Central East,5/4/2020,Arkansas,AR,Olive Oil,Extra Virgin Olive Oil - Trio 3pk,2,70,140
5955,19019,Alexandra Kundt,Senior Sales Associate,S Central East,22/4/2020,Texas,TX,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,1,234,234
6021,19019,Alexandra Kundt,Senior Sales Associate,S Central East,4/5/2020,Oklahoma,OK,Olive Oil,Extra Virgin Olive Oil - Bold 6pk,3,114,342
6071,19019,Alexandra Kundt,Senior Sales Associate,S Central East,11/5/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Delicate,1,24.5,24.5
6091,19019,Alexandra Kundt,Senior Sales Associate,S Central East,13/5/2020,Oklahoma,OK,Olive Oil,Basil Extra Virgin Olive Oil 2pk,3,45,135
6149,19019,Alexandra Kundt,Senior Sales Associate,S Central East,19/5/2020,Texas,TX,Olive Oil,Lemon Extra Virgin Olive Oil 6pk,3,123,369
6172,19019,Alexandra Kundt,Senior Sales Associate,S Central East,23/5/2020,Missouri,MO,Bath products,Vanilla and Olive Bath Salts,4,8.5,34
6215,19019,Alexandra Kundt,Senior Sales Associate,S Central East,30/5/2020,Texas,TX,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,5,234,1170
6262,19019,Alexandra Kundt,Senior Sales Associate,S Central East,5/6/2020,Texas,TX,Olive Oil,Basil Extra Virgin Olive Oil 6pk,4,123,492
6398,19019,Alexandra Kundt,Senior Sales Associate,S Central East,25/6/2020,Texas,TX,Bath products,Lavender and Olive Oil Bar Soap 3pk,4,14.5,58
6402,19019,Alexandra Kundt,Senior Sales Associate,S Central East,26/6/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Medium,4,24.5,98
6567,19019,Alexandra Kundt,Senior Sales Associate,S Central East,14/7/2020,Arkansas,AR,Olive Oil,Basil Extra Virgin Olive Oil 2pk,4,45,180
6586,19019,Alexandra Kundt,Senior Sales Associate,S Central East,17/7/2020,Oklahoma,OK,Gift Basket,Scented Olive Oil Lotion Gift Basket,1,27,27
6684,19019,Alexandra Kundt,Senior Sales Associate,S Central East,29/7/2020,Oklahoma,OK,Olive Oil,Chili Extra Virgin Olive Oil 12pk,2,234,468
6703,19019,Alexandra Kundt,Senior Sales Associate,S Central East,1/8/2020,Texas,TX,Olive Oil,Lemon Extra Virgin Olive Oil 12pk,4,234,936
6712,19019,Alexandra Kundt,Senior Sales Associate,S Central East,2/8/2020,Missouri,MO,Bath products,Lavender and Olive Oil Lotion,1,9.99,9.99
6741,19019,Alexandra Kundt,Senior Sales Associate,S Central East,6/8/2020,Texas,TX,Olive Oil,Basil Extra Virgin Olive Oil,4,26,104
6753,19019,Alexandra Kundt,Senior Sales Associate,S Central East,8/8/2020,Louisiana,LA,Gift Basket,Scented Olive Oil Bath Soap Gift Basket,3,45,135
6767,19019,Alexandra Kundt,Senior Sales Associate,S Central East,10/8/2020,Mississippi,MS,Olive Oil,Extra Virgin Olive Oil - Medium 2pk,3,16.75,50.25
6778,19019,Alexandra Kundt,Senior Sales Associate,S Central East,11/8/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Trio 12pk,6,234,1404
6896,19019,Alexandra Kundt,Senior Sales Associate,S Central East,28/8/2020,Mississippi,MS,Gift Basket,Basil EVOO Gift Basket,3,75,225
6905,19019,Alexandra Kundt,Senior Sales Associate,S Central East,29/8/2020,Texas,TX,Bath products,Vanilla and Olive Oil Body Soap,4,7.45,29.8
6904,19019,Alexandra Kundt,Senior Sales Associate,S Central East,29/8/2020,Texas,TX,Gift Basket,Scented Olive Oil Lotion Gift Basket,1,27,27
6956,19019,Alexandra Kundt,Senior Sales Associate,S Central East,5/9/2020,Texas,TX,Olive Oil,Lemon Extra Virgin Olive Oil 2pk,1,45,45
7033,19019,Alexandra Kundt,Senior Sales Associate,S Central East,17/9/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Delicate 6pk,3,114,342
7082,19019,Alexandra Kundt,Senior Sales Associate,S Central East,23/9/2020,Texas,TX,Olive Oil,Lemon Extra Virgin Olive Oil 6pk,2,123,246
7108,19019,Alexandra Kundt,Senior Sales Associate,S Central East,28/9/2020,Texas,TX,Olive Oil,Garlic Extra Virgin Olive Oil 12pk,13,234,3042
7126,19019,Alexandra Kundt,Senior Sales Associate,S Central East,1/10/2020,Texas,TX,Olive Oil,Basil Extra Virgin Olive Oil 12pk,3,234,702
7133,19019,Alexandra Kundt,Senior Sales Associate,S Central East,2/10/2020,Texas,TX,Bath products,Mandarin and Olive Bath Salts,3,8.5,25.5
7150,19019,Alexandra Kundt,Senior Sales Associate,S Central East,4/10/2020,Louisiana,LA,Bath products,Mandarin and Olive Oil Lotion,4,9.99,39.96
7176,19019,Alexandra Kundt,Senior Sales Associate,S Central East,9/10/2020,New Mexico,NM,Bath products,Lavender and Olive Bath Salts,3,8.5,25.5
7183,19019,Alexandra Kundt,Senior Sales Associate,S Central East,10/10/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Delicate 12pk,8,234,1872
7224,19019,Alexandra Kundt,Senior Sales Associate,S Central East,14/10/2020,Texas,TX,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,2,234,468
7239,19019,Alexandra Kundt,Senior Sales Associate,S Central East,17/10/2020,New Mexico,NM,Bath products,Vanilla and Olive Oil Bar Soap 3pk,3,14.5,43.5
7294,19019,Alexandra Kundt,Senior Sales Associate,S Central East,24/10/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Delicate 12pk,8,234,1872
7306,19019,Alexandra Kundt,Senior Sales Associate,S Central East,27/10/2020,Louisiana,LA,Gift Basket,Organic EVOO Gift Basket,3,70,210
7314,19019,Alexandra Kundt,Senior Sales Associate,S Central East,28/10/2020,Oklahoma,OK,Olive Oil,Chili Extra Virgin Olive Oil 2pk,3,45,135
7392,19019,Alexandra Kundt,Senior Sales Associate,S Central East,9/11/2020,Texas,TX,Bath products,Mandarin and Olive Oil Lotion,2,9.99,19.98
7432,19019,Alexandra Kundt,Senior Sales Associate,S Central East,14/11/2020,Missouri,MO,Olive Oil,Extra Virgin Olive Oil - Delicate,4,24.5,98
7566,19019,Alexandra Kundt,Senior Sales Associate,S Central East,1/12/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Delicate,3,24.5,73.5
7575,19019,Alexandra Kundt,Senior Sales Associate,S Central East,3/12/2020,Oklahoma,OK,Olive Oil,Lemon Extra Virgin Olive Oil 12pk,2,234,468
7657,19019,Alexandra Kundt,Senior Sales Associate,S Central East,14/12/2020,Texas,TX,Bath products,Mandarin and Olive Body Soap,3,7.45,22.35
7678,19019,Alexandra Kundt,Senior Sales Associate,S Central East,17/12/2020,Texas,TX,Gift Basket,Infused EVOO Gift Basket,7,75,525
7707,19019,Alexandra Kundt,Senior Sales Associate,S Central East,20/12/2020,Texas,TX,Olive Oil,Extra Virgin Olive Oil - Trio 12pk,2,234,468
7720,19019,Alexandra Kundt,Senior Sales Associate,S Central East,23/12/2020,Texas,TX,Bath products,Mandarin and Olive Candle,4,6.99,27.96
7733,19019,Alexandra Kundt,Senior Sales Associate,S Central East,24/12/2020,Texas,TX,Bath products,Vanilla and Olive Bath Salts,3,8.5,25.5
7741,19019,Alexandra Kundt,Senior Sales Associate,S Central East,25/12/2020,Oklahoma,OK,Olive Oil,Garlic Extra Virgin Olive Oil,4,26,104
7743,19019,Alexandra Kundt,Senior Sales Associate,S Central East,26/12/2020,Texas,TX,Olive Oil,Basil Extra Virgin Olive Oil,2,26,52
7782,19019,Alexandra Kundt,Senior Sales Associate,S Central East,31/12/2020,Louisiana,LA,Bath products,Lavender and Olive Bath Salts,1,8.5,8.5
2878,18213,Alisha Hendricks,Senior Sales Representative,Central East,1/2/2019,North Carolina,NC,Bath products,Lavender and Olive Oil Bar Soap,4,5.99,23.96
2928,18213,Alisha Hendricks,Senior Sales Representative,Central East,8/2/2019,Maryland,MD,Olive Oil,Chili Extra Virgin Olive Oil 6pk,1,123,123
2966,18213,Alisha Hendricks,Senior Sales Representative,Central East,13/2/2019,Kentucky,KY,Olive Oil,Chili Extra Virgin Olive Oil,3,26,78
2971,18213,Alisha Hendricks,Senior Sales Representative,Central East,14/2/2019,North Carolina,NC,Gift Basket,Lemon EVOO Gift Basket,4,75,300
3073,18213,Alisha Hendricks,Senior Sales Representative,Central East,2/3/2019,Maryland,MD,Bath products,Vanilla and Olive Oil Lotion,3,9.99,29.97
3076,18213,Alisha Hendricks,Senior Sales Representative,Central East,3/3/2019,Maryland,MD,Gift Basket,Organic EVOO Gift Basket,2,70,140
3288,18213,Alisha Hendricks,Senior Sales Representative,Central East,4/4/2019,Rhode Island,RI,Bath products,Vanilla and Olive Oil Bar Soap,2,5.99,11.98
3302,18213,Alisha Hendricks,Senior Sales Representative,Central East,6/4/2019,North Carolina,NC,Olive Oil,Extra Virgin Olive Oil - Delicate 6pk,3,114,342
3303,18213,Alisha Hendricks,Senior Sales Representative,Central East,6/4/2019,Tennessee,TN,Olive Oil,Extra Virgin Olive Oil - Bold,2,24.5,49
3393,18213,Alisha Hendricks,Senior Sales Representative,Central East,18/4/2019,North Carolina,NC,Olive Oil,Extra Virgin Olive Oil - Medium 12 pk,3,19.5,58.5
3450,18213,Alisha Hendricks,Senior Sales Representative,Central East,26/4/2019,Rhode Island,RI,Bath products,Vanilla and Olive Bath Salts,4,8.5,34
3529,18213,Alisha Hendricks,Senior Sales Representative,Central East,5/5/2019,Virginia,VA,Olive Oil,Extra Virgin Olive Oil - Bold 12pk,4,234,936
3669,18213,Alisha Hendricks,Senior Sales Representative,Central East,25/5/2019,Virginia,VA,Olive Oil,Basil Extra Virgin Olive Oil 12pk,9,234,2106
3768,18213,Alisha Hendricks,Senior Sales Representative,Central East,10/6/2019,North Carolina,NC,Olive Oil,Chili Extra Virgin Olive Oil 2pk,4,45,180
3791,18213,Alisha Hendricks,Senior Sales Representative,Central East,14/6/2019,Virginia,VA,Bath products,Vanilla and Olive Oil Body Soap,1,7.45,7.45
3798,18213,Alisha Hendricks,Senior Sales Representative,Central East,15/6/2019,Rhode Island,RI,Gift Basket,Chili EVOO Gift Basket,1,75,75
3807,18213,Alisha Hendricks,Senior Sales Representative,Central East,16/6/2019,Kentucky,KY,Bath products,Vanilla and Olive Oil Lotion,4,9.99,39.96
3820,18213,Alisha Hendricks,Senior Sales Representative,Central East,18/6/2019,Maryland,MD,Olive Oil,Extra Virgin Olive Oil - Trio 12pk,2,234,468
3914,18213,Alisha Hendricks,Senior Sales Representative,Central East,1/7/2019,Kentucky,KY,Olive Oil,Extra Virgin Olive Oil - Trio 3pk,2,70,140
3954,18213,Alisha Hendricks,Senior Sales Representative,Central East,5/7/2019,Tennessee,TN,Gift Basket,Scented Olive Oil Bath Soap Gift Basket,3,45,135
3992,18213,Alisha Hendricks,Senior Sales Representative,Central East,10/7/2019,North Carolina,NC,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,4,234,936
3983,18213,Alisha Hendricks,Senior Sales Representative,Central East,10/7/2019,West Virginia,WV,Olive Oil,Extra Virgin Olive Oil - Trio 6pk,4,114,456
3984,18213,Alisha Hendricks,Senior Sales Representative,Central East,10/7/2019,Rhode Island,RI,Bath products,Mandarin and Olive Oil Bar Soap,4,5.99,23.96
4193,18213,Alisha Hendricks,Senior Sales Representative,Central East,7/8/2019,Virginia,VA,Olive Oil,Extra Virgin Olive Oil - Trio 12pk,1,234,234
4188,18213,Alisha Hendricks,Senior Sales Representative,Central East,7/8/2019,Kentucky,KY,Olive Oil,Basil Extra Virgin Olive Oil 12pk,3,234,702
4236,18213,Alisha Hendricks,Senior Sales Representative,Central East,14/8/2019,Kentucky,KY,Olive Oil,Extra Virgin Olive Oil - Bold 6pk,4,114,456
4244,18213,Alisha Hendricks,Senior Sales Representative,Central East,15/8/2019,Tennessee,TN,Gift Basket,Scented Olive Oil Bath Soap Gift Basket,3,45,135
4296,18213,Alisha Hendricks,Senior Sales Representative,Central East,22/8/2019,Virginia,VA,Olive Oil,Basil Extra Virgin Olive Oil 12pk,1,234,234
4306,18213,Alisha Hendricks,Senior Sales Representative,Central East,24/8/2019,North Carolina,NC,Olive Oil,Lemon Extra Virgin Olive Oil 12pk,2,234,468
4352,18213,Alisha Hendricks,Senior Sales Representative,Central East,30/8/2019,Delaware,DE,Olive Oil,Extra Virgin Olive Oil - Delicate 12pk,2,234,468
4366,18213,Alisha Hendricks,Senior Sales Representative,Central East,1/9/2019,West Virginia,WV,Olive Oil,Lemon Extra Virgin Olive Oil,2,26,52
4375,18213,Alisha Hendricks,Senior Sales Representative,Central East,3/9/2019,Kentucky,KY,Bath products,Mandarin and Olive Oil Lotion,1,9.99,9.99
4387,18213,Alisha Hendricks,Senior Sales Representative,Central East,4/9/2019,Kentucky,KY,Bath products,Lavender and Olive Oil Bar Soap,3,5.99,17.97
4516,18213,Alisha Hendricks,Senior Sales Representative,Central East,25/9/2019,Kentucky,KY,Olive Oil,Chili Extra Virgin Olive Oil 2pk,4,45,180
4582,18213,Alisha Hendricks,Senior Sales Representative,Central East,5/10/2019,North Carolina,NC,Olive Oil,Extra Virgin Olive Oil - Medium 6pk,2,114,228
4676,18213,Alisha Hendricks,Senior Sales Representative,Central East,19/10/2019,Delaware,DE,Olive Oil,Chili Extra Virgin Olive Oil 12pk,5,234,1170
4734,18213,Alisha Hendricks,Senior Sales Representative,Central East,26/10/2019,Virginia,VA,Olive Oil,Extra Virgin Olive Oil - Trio 3pk,1,70,70
4813,18213,Alisha Hendricks,Senior Sales Representative,Central East,7/11/2019,North Carolina,NC,Olive Oil,Rosemary Extra Virgin Olive Oil 12pk,3,234,702
4944,18213,Alisha Hendricks,Senior Sales Representative,Central East,26/11/2019,Virginia,VA,Bath products,Vanilla and Olive Bath Salts,14,8.5,119
5159,18213,Alisha Hendricks,Senior Sales Representative,Central East,28/12/2019,North Carolina,NC,Gift Basket,Lemon EVOO Gift Basket,4,75,300
5181,18213,Alisha Hendricks,Senior Sales Representative,Central East,31/12/2019,Virginia,VA,Olive Oil,Chili Extra Virgin Olive Oil 12pk,7,234,1638
5206,18213,Alisha Hendricks,Senior Sales Representative,Central East,3/1/2020,Delaware,DE,Olive Oil,Extra Virgin Olive Oil - Trio 12pk,2,234,468
5219,18213,Alisha Hendricks,Senior Sales Representative,Central East,5/1/2020,Tennessee,TN,Gift Basket,Scented Olive Oil Candle Gift Basket,2,19.5,39
5369,18213,Alisha Hendricks,Senior Sales Representative,Central East,28/1/2020,North Carolina,NC,Olive Oil,Lemon Extra Virgin Olive Oil,3,26,78
5441,18213,Alisha Hendricks,Senior Sales Representative,Central East,6/2/2020,Delaware,DE,Olive Oil,Rosemary Extra Virgin Olive Oil 2pk,3,45,135
5472,18213,Alisha Hendricks,Senior Sales Representative,Central East,12/2/2020,Rhode Island,RI,Gift Basket,Infused EVOO Gift Basket,2,75,150
5495,18213,Alisha Hendricks,Senior Sales Representative,Central East,15/2/2020,Rhode Island,RI,Olive Oil,Garlic Extra Virgin Olive Oil 12pk,4,234,936
5580,18213,Alisha Hendricks,Senior Sales Representative,Central East,28/2/2020,Kentucky,KY,Olive Oil,Rosemary Extra Virgin Olive Oil 2pk,3,45,135
5600,18213,Alisha Hendricks,Senior Sales Representative,Central East,1/3/2020,Rhode Island,RI,Gift Basket,Basil EVOO Gift Basket,3,75,225
5683,18213,Alisha Hendricks,Senior Sales Representative,Central East,13/3/2020,Virginia,VA,Gift Basket,Rosmary EVOO Gift Basket,4,75,300
5708,18213,Alisha Hendricks,Senior Sales Representative,Central East,16/3/2020,Virginia,VA,Olive Oil,Chili Extra Virgin Olive Oil 12pk,8,234,1872
5737,18213,Alisha Hendricks,Senior Sales Representative,Central East,21/3/2020,Tennessee,TN,Bath products,Mandarin and Olive Oil Bar Soap 3pk,4,14.5,58
